file_stem,file_name,full_path,relative_path,level_1_dir,level_2_dir,level_3_dir,suffix,size_mb,page_count,sample_text_len,is_scanned_suspect,detect_status,extract_status,output_json
61--DL_T 526-2013 备用电源自动投入装置技术条件,61--DL_T 526-2013 备用电源自动投入装置技术条件.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\61--DL_T 526-2013 备用电源自动投入装置技术条件.PDF,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\61--DL_T 526-2013 备用电源自动投入装置技术条件.PDF,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,61--DL_T 526-2013 备用电源自动投入装置技术条件.PDF,.pdf,4.92,21,0,True,success,,
62--DL_T 527-2013 继电保护及控制装置电源模块技术条件,62--DL_T 527-2013 继电保护及控制装置电源模块技术条件.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\62--DL_T 527-2013 继电保护及控制装置电源模块技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\62--DL_T 527-2013 继电保护及控制装置电源模块技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,62--DL_T 527-2013 继电保护及控制装置电源模块技术条件.pdf,.pdf,1.38,16,0,True,success,,
63--DL∕T 547-2010 电力系统光纤通信运行管理规程,63--DL∕T 547-2010 电力系统光纤通信运行管理规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\63--DL∕T 547-2010 电力系统光纤通信运行管理规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\63--DL∕T 547-2010 电力系统光纤通信运行管理规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,63--DL∕T 547-2010 电力系统光纤通信运行管理规程.pdf,.pdf,0.67,16,0,True,success,,
64--DL_T 553-2013 电力系统动态记录装置通用技术条件,64--DL_T 553-2013 电力系统动态记录装置通用技术条件.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\64--DL_T 553-2013 电力系统动态记录装置通用技术条件.PDF,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\64--DL_T 553-2013 电力系统动态记录装置通用技术条件.PDF,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,64--DL_T 553-2013 电力系统动态记录装置通用技术条件.PDF,.pdf,1.62,38,0,True,success,,
65--DLT 604-2009高压并联电容器装置使用技术条件,65--DLT 604-2009高压并联电容器装置使用技术条件.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\65--DLT 604-2009高压并联电容器装置使用技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\65--DLT 604-2009高压并联电容器装置使用技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,65--DLT 604-2009高压并联电容器装置使用技术条件.pdf,.pdf,0.57,14,0,True,success,,
66--DL_T 624-2010 继电保护微机型试验装置技术条件,66--DL_T 624-2010 继电保护微机型试验装置技术条件.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\66--DL_T 624-2010 继电保护微机型试验装置技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\66--DL_T 624-2010 继电保护微机型试验装置技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,66--DL_T 624-2010 继电保护微机型试验装置技术条件.pdf,.pdf,5.3,91,94,True,success,,
67--DL_T 670-2010 母线保护装置通用技术条件,67--DL_T 670-2010 母线保护装置通用技术条件.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\67--DL_T 670-2010 母线保护装置通用技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\67--DL_T 670-2010 母线保护装置通用技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,67--DL_T 670-2010 母线保护装置通用技术条件.pdf,.pdf,0.94,24,94,True,success,,
68--DL_T 770-2012 变压器保护装置通用技术条件,68--DL_T 770-2012 变压器保护装置通用技术条件.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\68--DL_T 770-2012 变压器保护装置通用技术条件.PDF,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\68--DL_T 770-2012 变压器保护装置通用技术条件.PDF,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,68--DL_T 770-2012 变压器保护装置通用技术条件.PDF,.pdf,0.69,15,0,True,success,,
69--DLT 781-2001电力用高频开关整流模块,69--DLT 781-2001电力用高频开关整流模块.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\69--DLT 781-2001电力用高频开关整流模块.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\69--DLT 781-2001电力用高频开关整流模块.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,69--DLT 781-2001电力用高频开关整流模块.pdf,.pdf,0.36,12,3693,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\69--DLT 781-2001电力用高频开关整流模块.json
7--GB_T 50976-2014 继电保护及二次回路安装及验收规范 - 副本,7--GB_T 50976-2014 继电保护及二次回路安装及验收规范 - 副本.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\7--GB_T 50976-2014 继电保护及二次回路安装及验收规范 - 副本.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\7--GB_T 50976-2014 继电保护及二次回路安装及验收规范 - 副本.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,7--GB_T 50976-2014 继电保护及二次回路安装及验收规范 - 副本.pdf,.pdf,2.81,60,0,True,success,,
71--DL_T 993-2019 电力系统失步解列装置通用技术条件,71--DL_T 993-2019 电力系统失步解列装置通用技术条件.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\71--DL_T 993-2019 电力系统失步解列装置通用技术条件.PDF,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\71--DL_T 993-2019 电力系统失步解列装置通用技术条件.PDF,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,71--DL_T 993-2019 电力系统失步解列装置通用技术条件.PDF,.pdf,1.13,16,0,True,success,,
72--DL_T 1051-2019 电力技术监督导则,72--DL_T 1051-2019 电力技术监督导则.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\72--DL_T 1051-2019 电力技术监督导则.PDF,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\72--DL_T 1051-2019 电力技术监督导则.PDF,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,72--DL_T 1051-2019 电力技术监督导则.PDF,.pdf,0.37,7,0,True,success,,
73.--DL_T 1100.1-2018 电力系统的时间同步系统第1部分：技术规范,73.--DL_T 1100.1-2018 电力系统的时间同步系统第1部分：技术规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\73.--DL_T 1100.1-2018 电力系统的时间同步系统第1部分：技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\73.--DL_T 1100.1-2018 电力系统的时间同步系统第1部分：技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,73.--DL_T 1100.1-2018 电力系统的时间同步系统第1部分：技术规范.pdf,.pdf,2.3,29,0,True,success,,
74--DL_T 1349-2014 断路器保护装置通用技术条件,74--DL_T 1349-2014 断路器保护装置通用技术条件.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\74--DL_T 1349-2014 断路器保护装置通用技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\74--DL_T 1349-2014 断路器保护装置通用技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,74--DL_T 1349-2014 断路器保护装置通用技术条件.pdf,.pdf,0.81,12,0,True,success,,
76--DL_T 1392-2014 直流电源系统绝缘监测装置技术条件,76--DL_T 1392-2014 直流电源系统绝缘监测装置技术条件.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\76--DL_T 1392-2014 直流电源系统绝缘监测装置技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\76--DL_T 1392-2014 直流电源系统绝缘监测装置技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,76--DL_T 1392-2014 直流电源系统绝缘监测装置技术条件.pdf,.pdf,1.93,24,0,True,success,,
77--DL_T 1397.1-2014 电力直流电源系统用测试设备通用技术条件 第1部分 蓄电池电压巡检仪,77--DL_T 1397.1-2014 电力直流电源系统用测试设备通用技术条件 第1部分 蓄电池电压巡检仪.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\77--DL_T 1397.1-2014 电力直流电源系统用测试设备通用技术条件 第1部分 蓄电池电压巡检仪.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\77--DL_T 1397.1-2014 电力直流电源系统用测试设备通用技术条件 第1部分 蓄电池电压巡检仪.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,77--DL_T 1397.1-2014 电力直流电源系统用测试设备通用技术条件 第1部分 蓄电池电压巡检仪.pdf,.pdf,1.38,18,0,True,success,,
78--DL_T 1397.2-2014 电力直流电源系统用测试设备通用技术条件 第2部分 蓄电池容量放电测试仪,78--DL_T 1397.2-2014 电力直流电源系统用测试设备通用技术条件 第2部分 蓄电池容量放电测试仪.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\78--DL_T 1397.2-2014 电力直流电源系统用测试设备通用技术条件 第2部分 蓄电池容量放电测试仪.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\78--DL_T 1397.2-2014 电力直流电源系统用测试设备通用技术条件 第2部分 蓄电池容量放电测试仪.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,78--DL_T 1397.2-2014 电力直流电源系统用测试设备通用技术条件 第2部分 蓄电池容量放电测试仪.pdf,.pdf,1.57,20,0,True,success,,
79--DL_T 1397.3-2014 电力直流电源系统用测试设备通用技术条件 第3部分 充电装置特性测试系统,79--DL_T 1397.3-2014 电力直流电源系统用测试设备通用技术条件 第3部分 充电装置特性测试系统.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\79--DL_T 1397.3-2014 电力直流电源系统用测试设备通用技术条件 第3部分 充电装置特性测试系统.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\79--DL_T 1397.3-2014 电力直流电源系统用测试设备通用技术条件 第3部分 充电装置特性测试系统.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,79--DL_T 1397.3-2014 电力直流电源系统用测试设备通用技术条件 第3部分 充电装置特性测试系统.pdf,.pdf,1.75,22,0,True,success,,
8--DL_T 623-2010 电力系统继电保护及安全自动装置评价规程,8--DL_T 623-2010 电力系统继电保护及安全自动装置评价规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\8--DL_T 623-2010 电力系统继电保护及安全自动装置评价规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\8--DL_T 623-2010 电力系统继电保护及安全自动装置评价规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,8--DL_T 623-2010 电力系统继电保护及安全自动装置评价规程.pdf,.pdf,3.96,28,0,True,success,,
80--DL_T 1397.4-2014 电力直流电源系统用测试设备通用技术条件 第4部分 直流断路器动作特性测试系统,80--DL_T 1397.4-2014 电力直流电源系统用测试设备通用技术条件 第4部分 直流断路器动作特性测试系统.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\80--DL_T 1397.4-2014 电力直流电源系统用测试设备通用技术条件 第4部分 直流断路器动作特性测试系统.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\80--DL_T 1397.4-2014 电力直流电源系统用测试设备通用技术条件 第4部分 直流断路器动作特性测试系统.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,80--DL_T 1397.4-2014 电力直流电源系统用测试设备通用技术条件 第4部分 直流断路器动作特性测试系统.pdf,.pdf,1.56,19,0,True,success,,
