file_stem,file_name,full_path,relative_path,level_1_dir,level_2_dir,level_3_dir,suffix,size_mb,page_count,sample_text_len,is_scanned_suspect,detect_status,extract_status,output_json
BQ,BQ.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\18--98 QHN-1-0000.08.015-2014风力发电场检修与维护技术导则（电控系统分册）\BQ.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\18--98 QHN-1-0000.08.015-2014风力发电场检修与维护技术导则（电控系统分册）\BQ.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,18--98 QHN-1-0000.08.015-2014风力发电场检修与维护技术导则（电控系统分册）,.pdf,0.13,1,390,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\18--98 QHN-1-0000.08.015-2014风力发电场检修与维护技术导则（电控系统分册）\BQ.json
FY,FY.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\18--98 QHN-1-0000.08.015-2014风力发电场检修与维护技术导则（电控系统分册）\FY.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\18--98 QHN-1-0000.08.015-2014风力发电场检修与维护技术导则（电控系统分册）\FY.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,18--98 QHN-1-0000.08.015-2014风力发电场检修与维护技术导则（电控系统分册）,.pdf,0.12,1,219,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\18--98 QHN-1-0000.08.015-2014风力发电场检修与维护技术导则（电控系统分册）\FY.json
zw,zw.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\18--98 QHN-1-0000.08.015-2014风力发电场检修与维护技术导则（电控系统分册）\zw.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\18--98 QHN-1-0000.08.015-2014风力发电场检修与维护技术导则（电控系统分册）\zw.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,18--98 QHN-1-0000.08.015-2014风力发电场检修与维护技术导则（电控系统分册）,.pdf,0.8,107,9721,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\18--98 QHN-1-0000.08.015-2014风力发电场检修与维护技术导则（电控系统分册）\zw.json
19--QHN-1-0000.08.049-2015 中国华能集团公司电力技术监督管理办法,19--QHN-1-0000.08.049-2015 中国华能集团公司电力技术监督管理办法.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\19--QHN-1-0000.08.049-2015 中国华能集团公司电力技术监督管理办法.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\19--QHN-1-0000.08.049-2015 中国华能集团公司电力技术监督管理办法.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,19--QHN-1-0000.08.049-2015 中国华能集团公司电力技术监督管理办法.pdf,.pdf,0.39,25,3972,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\19--QHN-1-0000.08.049-2015 中国华能集团公司电力技术监督管理办法.json
2--NB_T 31003-2011 大型风电场并网设计技术规范,2--NB_T 31003-2011 大型风电场并网设计技术规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\2--NB_T 31003-2011 大型风电场并网设计技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\2--NB_T 31003-2011 大型风电场并网设计技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,2--NB_T 31003-2011 大型风电场并网设计技术规范.pdf,.pdf,0.88,30,1532,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\2--NB_T 31003-2011 大型风电场并网设计技术规范.json
20--调继【2005】222号 国家电网公司十八项电网重大反事故措施（试行）继电保护专业重点实施要求,20--调继【2005】222号 国家电网公司十八项电网重大反事故措施（试行）继电保护专业重点实施要求.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\20--调继【2005】222号 国家电网公司十八项电网重大反事故措施（试行）继电保护专业重点实施要求.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\20--调继【2005】222号 国家电网公司十八项电网重大反事故措施（试行）继电保护专业重点实施要求.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,20--调继【2005】222号 国家电网公司十八项电网重大反事故措施（试行）继电保护专业重点实施要求.pdf,.pdf,0.76,30,2754,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\20--调继【2005】222号 国家电网公司十八项电网重大反事故措施（试行）继电保护专业重点实施要求.json
22--DL_T 1848-2018 220kV和110kV变压器中性点过电压保护技术规范,22--DL_T 1848-2018 220kV和110kV变压器中性点过电压保护技术规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\22--DL_T 1848-2018 220kV和110kV变压器中性点过电压保护技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\22--DL_T 1848-2018 220kV和110kV变压器中性点过电压保护技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,22--DL_T 1848-2018 220kV和110kV变压器中性点过电压保护技术规范.pdf,.pdf,7.3,28,0,True,success,,
23--DLT 5044-2004 电力工程直流系统设计技术规程,23--DLT 5044-2004 电力工程直流系统设计技术规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\23--DLT 5044-2004 电力工程直流系统设计技术规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\23--DLT 5044-2004 电力工程直流系统设计技术规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,23--DLT 5044-2004 电力工程直流系统设计技术规程.pdf,.pdf,5.05,116,0,True,success,,
25--DL_T 5136-2012 火力发电厂、变电站二次接线设计技术规程,25--DL_T 5136-2012 火力发电厂、变电站二次接线设计技术规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\25--DL_T 5136-2012 火力发电厂、变电站二次接线设计技术规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\25--DL_T 5136-2012 火力发电厂、变电站二次接线设计技术规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,25--DL_T 5136-2012 火力发电厂、变电站二次接线设计技术规程.pdf,.pdf,6.78,205,0,True,success,,
26--DL_T_5383-2007 风力发电场设计技术规范,26--DL_T_5383-2007 风力发电场设计技术规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\26--DL_T_5383-2007 风力发电场设计技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\26--DL_T_5383-2007 风力发电场设计技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,26--DL_T_5383-2007 风力发电场设计技术规范.pdf,.pdf,0.12,6,5557,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\26--DL_T_5383-2007 风力发电场设计技术规范.json
28--GB_T 36050-2018 电力系统时间同步基本规定,28--GB_T 36050-2018 电力系统时间同步基本规定.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\28--GB_T 36050-2018 电力系统时间同步基本规定.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\28--GB_T 36050-2018 电力系统时间同步基本规定.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,28--GB_T 36050-2018 电力系统时间同步基本规定.pdf,.pdf,0.26,5,0,True,success,,
29--GB_T 36273-2018 智能变电站继电保护和安全自动装置数字化接口技术规范,29--GB_T 36273-2018 智能变电站继电保护和安全自动装置数字化接口技术规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\29--GB_T 36273-2018 智能变电站继电保护和安全自动装置数字化接口技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\29--GB_T 36273-2018 智能变电站继电保护和安全自动装置数字化接口技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,29--GB_T 36273-2018 智能变电站继电保护和安全自动装置数字化接口技术规范.pdf,.pdf,1.06,14,0,True,success,,
3--DL／T_995-2016_继电保护和电网安全自动装置检验规程,3--DL／T_995-2016_继电保护和电网安全自动装置检验规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\3--DL／T_995-2016_继电保护和电网安全自动装置检验规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\3--DL／T_995-2016_继电保护和电网安全自动装置检验规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,3--DL／T_995-2016_继电保护和电网安全自动装置检验规程.pdf,.pdf,10.13,54,0,True,success,,
30--GB_T 36283-2018 智能变电站二次舱通用技术条件,30--GB_T 36283-2018 智能变电站二次舱通用技术条件.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\30--GB_T 36283-2018 智能变电站二次舱通用技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\30--GB_T 36283-2018 智能变电站二次舱通用技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,30--GB_T 36283-2018 智能变电站二次舱通用技术条件.pdf,.pdf,1.7,26,0,True,success,,
31--GB_T 50062-2008 电力装置的自电保护和自动装置设计规范,31--GB_T 50062-2008 电力装置的自电保护和自动装置设计规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\31--GB_T 50062-2008 电力装置的自电保护和自动装置设计规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\31--GB_T 50062-2008 电力装置的自电保护和自动装置设计规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,31--GB_T 50062-2008 电力装置的自电保护和自动装置设计规范.pdf,.pdf,4.87,50,0,True,success,,
33--GB_Z 29630-2013 静止无功补偿装置 系统设计和应用导则,33--GB_Z 29630-2013 静止无功补偿装置 系统设计和应用导则.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\33--GB_Z 29630-2013 静止无功补偿装置 系统设计和应用导则.PDF,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\33--GB_Z 29630-2013 静止无功补偿装置 系统设计和应用导则.PDF,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,33--GB_Z 29630-2013 静止无功补偿装置 系统设计和应用导则.PDF,.pdf,1.19,29,0,True,success,,
33--NB_T 31026-2012 风电场工程电气设计规范,33--NB_T 31026-2012 风电场工程电气设计规范.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\33--NB_T 31026-2012 风电场工程电气设计规范.PDF,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\33--NB_T 31026-2012 风电场工程电气设计规范.PDF,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,33--NB_T 31026-2012 风电场工程电气设计规范.PDF,.pdf,11.48,63,0,True,success,,
34--NB_T 31115-2017 风电场工程110kV～220kV海上升压变电站设计规范,34--NB_T 31115-2017 风电场工程110kV～220kV海上升压变电站设计规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\34--NB_T 31115-2017 风电场工程110kV～220kV海上升压变电站设计规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\34--NB_T 31115-2017 风电场工程110kV～220kV海上升压变电站设计规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,34--NB_T 31115-2017 风电场工程110kV～220kV海上升压变电站设计规范.pdf,.pdf,13.11,86,0,True,success,,
35--NB_T 42165-2018多端线路保护技术要求-继保,35--NB_T 42165-2018多端线路保护技术要求-继保.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\35--NB_T 42165-2018多端线路保护技术要求-继保.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\35--NB_T 42165-2018多端线路保护技术要求-继保.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,35--NB_T 42165-2018多端线路保护技术要求-继保.pdf,.pdf,1.76,22,0,True,success,,
36--NB_T 42166-2018配电网电压时间型馈线保护控制技术规范-继保,36--NB_T 42166-2018配电网电压时间型馈线保护控制技术规范-继保.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\36--NB_T 42166-2018配电网电压时间型馈线保护控制技术规范-继保.PDF,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\36--NB_T 42166-2018配电网电压时间型馈线保护控制技术规范-继保.PDF,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,36--NB_T 42166-2018配电网电压时间型馈线保护控制技术规范-继保.PDF,.pdf,1.43,21,0,True,success,,
37--NB_T 42167-2018预制舱式二次组合设备技术要求-继保,37--NB_T 42167-2018预制舱式二次组合设备技术要求-继保.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\37--NB_T 42167-2018预制舱式二次组合设备技术要求-继保.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\37--NB_T 42167-2018预制舱式二次组合设备技术要求-继保.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,37--NB_T 42167-2018预制舱式二次组合设备技术要求-继保.pdf,.pdf,1.12,14,0,True,success,,
39--DL T797-2012 风力发电检修规程,39--DL T797-2012 风力发电检修规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\39--DL T797-2012 风力发电检修规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\39--DL T797-2012 风力发电检修规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,39--DL T797-2012 风力发电检修规程.pdf,.pdf,3.54,16,0,True,success,,
4--DL_T 587-2016 继电保护和安全自动装置运行管理规程,4--DL_T 587-2016 继电保护和安全自动装置运行管理规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\4--DL_T 587-2016 继电保护和安全自动装置运行管理规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\4--DL_T 587-2016 继电保护和安全自动装置运行管理规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,4--DL_T 587-2016 继电保护和安全自动装置运行管理规程.pdf,.pdf,1.67,14,0,True,success,,
40--DL_T 1100.2-2013 电力系统的时间同步系统第2部分：基于局域网的精确时间同步,40--DL_T 1100.2-2013 电力系统的时间同步系统第2部分：基于局域网的精确时间同步.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\40--DL_T 1100.2-2013 电力系统的时间同步系统第2部分：基于局域网的精确时间同步.PDF,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\40--DL_T 1100.2-2013 电力系统的时间同步系统第2部分：基于局域网的精确时间同步.PDF,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,40--DL_T 1100.2-2013 电力系统的时间同步系统第2部分：基于局域网的精确时间同步.PDF,.pdf,0.63,14,0,True,success,,
41--DL_T 1153-2012 继电保护测试仪校准规范,41--DL_T 1153-2012 继电保护测试仪校准规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\41--DL_T 1153-2012 继电保护测试仪校准规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\41--DL_T 1153-2012 继电保护测试仪校准规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,41--DL_T 1153-2012 继电保护测试仪校准规范.pdf,.pdf,4.44,24,0,True,success,,
42--GB_T 7261-2016 继电保护和安全自动装置基本试验方法,42--GB_T 7261-2016 继电保护和安全自动装置基本试验方法.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\42--GB_T 7261-2016 继电保护和安全自动装置基本试验方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\42--GB_T 7261-2016 继电保护和安全自动装置基本试验方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,42--GB_T 7261-2016 继电保护和安全自动装置基本试验方法.pdf,.pdf,5.81,84,0,True,success,,
43--GB_T 19071.2-2018 风力发电机组 异步发电机 第2部分：试验方法,43--GB_T 19071.2-2018 风力发电机组 异步发电机 第2部分：试验方法.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\43--GB_T 19071.2-2018 风力发电机组 异步发电机 第2部分：试验方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\43--GB_T 19071.2-2018 风力发电机组 异步发电机 第2部分：试验方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,43--GB_T 19071.2-2018 风力发电机组 异步发电机 第2部分：试验方法.pdf,.pdf,0.68,11,0,True,success,,
45--GB_T 22071.1-2018互感器试验导则  第1部分：电流互感器-继保,45--GB_T 22071.1-2018互感器试验导则  第1部分：电流互感器-继保.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\45--GB_T 22071.1-2018互感器试验导则  第1部分：电流互感器-继保.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\45--GB_T 22071.1-2018互感器试验导则  第1部分：电流互感器-继保.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,45--GB_T 22071.1-2018互感器试验导则  第1部分：电流互感器-继保.pdf,.pdf,4.47,61,0,True,success,,
46--GB_T 25389.2-2018 风力发电机组 永磁同步发电机 第2部分：试验方法,46--GB_T 25389.2-2018 风力发电机组 永磁同步发电机 第2部分：试验方法.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\46--GB_T 25389.2-2018 风力发电机组 永磁同步发电机 第2部分：试验方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\46--GB_T 25389.2-2018 风力发电机组 永磁同步发电机 第2部分：试验方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,46--GB_T 25389.2-2018 风力发电机组 永磁同步发电机 第2部分：试验方法.pdf,.pdf,1.45,18,0,True,success,,
47--GB_T 26862-2011 电力系统同步相量测量装置检测规范,47--GB_T 26862-2011 电力系统同步相量测量装置检测规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\47--GB_T 26862-2011 电力系统同步相量测量装置检测规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\47--GB_T 26862-2011 电力系统同步相量测量装置检测规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,47--GB_T 26862-2011 电力系统同步相量测量装置检测规范.pdf,.pdf,0.98,24,94,True,success,,
48--GB_T 26866-2011 电力系统的时间同步系统检测规范,48--GB_T 26866-2011 电力系统的时间同步系统检测规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\48--GB_T 26866-2011 电力系统的时间同步系统检测规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\48--GB_T 26866-2011 电力系统的时间同步系统检测规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,48--GB_T 26866-2011 电力系统的时间同步系统检测规范.pdf,.pdf,1.1,20,0,True,success,,
48--GB_T 34871-2017 智能变电站继电保护检验测试规范,48--GB_T 34871-2017 智能变电站继电保护检验测试规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\48--GB_T 34871-2017 智能变电站继电保护检验测试规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\48--GB_T 34871-2017 智能变电站继电保护检验测试规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,48--GB_T 34871-2017 智能变电站继电保护检验测试规范.pdf,.pdf,3.55,42,0,True,success,,
5--GB_T 14285-2006 继电保护和安全自动装置技术规程,5--GB_T 14285-2006 继电保护和安全自动装置技术规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\5--GB_T 14285-2006 继电保护和安全自动装置技术规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\5--GB_T 14285-2006 继电保护和安全自动装置技术规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,5--GB_T 14285-2006 继电保护和安全自动装置技术规程.pdf,.pdf,0.14,39,5964,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\5--GB_T 14285-2006 继电保护和安全自动装置技术规程.json
50--GB_T 34925-2017 高原110 kV变电站交流回路系统现场检验方法,50--GB_T 34925-2017 高原110 kV变电站交流回路系统现场检验方法.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\50--GB_T 34925-2017 高原110 kV变电站交流回路系统现场检验方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\50--GB_T 34925-2017 高原110 kV变电站交流回路系统现场检验方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,50--GB_T 34925-2017 高原110 kV变电站交流回路系统现场检验方法.pdf,.pdf,1.68,26,0,True,success,,
51--GB_T 36994-2018风力发电机组 电网适应性测试规程-继保,51--GB_T 36994-2018风力发电机组 电网适应性测试规程-继保.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\51--GB_T 36994-2018风力发电机组 电网适应性测试规程-继保.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\51--GB_T 36994-2018风力发电机组 电网适应性测试规程-继保.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,51--GB_T 36994-2018风力发电机组 电网适应性测试规程-继保.pdf,.pdf,1.22,19,0,True,success,,
52--GB_T 36995-2018风力发电机组 故障电压穿越能力测试规程-继保,52--GB_T 36995-2018风力发电机组 故障电压穿越能力测试规程-继保.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\52--GB_T 36995-2018风力发电机组 故障电压穿越能力测试规程-继保.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\52--GB_T 36995-2018风力发电机组 故障电压穿越能力测试规程-继保.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,52--GB_T 36995-2018风力发电机组 故障电压穿越能力测试规程-继保.pdf,.pdf,1.17,23,0,True,success,,
53--GB_T 37137-2018 高原220kV变电站交流回路系统现场检验方法,53--GB_T 37137-2018 高原220kV变电站交流回路系统现场检验方法.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\53--GB_T 37137-2018 高原220kV变电站交流回路系统现场检验方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\53--GB_T 37137-2018 高原220kV变电站交流回路系统现场检验方法.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,53--GB_T 37137-2018 高原220kV变电站交流回路系统现场检验方法.pdf,.pdf,1.77,37,0,True,success,,
57--DL_T 280-2012 电力系统同步相量测量装置通用技术条件,57--DL_T 280-2012 电力系统同步相量测量装置通用技术条件.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\57--DL_T 280-2012 电力系统同步相量测量装置通用技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\57--DL_T 280-2012 电力系统同步相量测量装置通用技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,57--DL_T 280-2012 电力系统同步相量测量装置通用技术条件.pdf,.pdf,0.36,20,4091,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\57--DL_T 280-2012 电力系统同步相量测量装置通用技术条件.json
58--DL_T 428-2010 电力系统自动低频减负荷技术规定,58--DL_T 428-2010 电力系统自动低频减负荷技术规定.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\58--DL_T 428-2010 电力系统自动低频减负荷技术规定.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\58--DL_T 428-2010 电力系统自动低频减负荷技术规定.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,58--DL_T 428-2010 电力系统自动低频减负荷技术规定.pdf,.pdf,0.59,16,0,True,success,,
59--DL_T 478-2013 继电保护和安全自动装置通用技术条件,59--DL_T 478-2013 继电保护和安全自动装置通用技术条件.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\59--DL_T 478-2013 继电保护和安全自动装置通用技术条件.PDF,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\59--DL_T 478-2013 继电保护和安全自动装置通用技术条件.PDF,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,59--DL_T 478-2013 继电保护和安全自动装置通用技术条件.PDF,.pdf,1.89,36,0,True,success,,
6--GB_T 37424-2019海上风力发电机组  运行及维护要求-继保金属,6--GB_T 37424-2019海上风力发电机组  运行及维护要求-继保金属.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\6--GB_T 37424-2019海上风力发电机组  运行及维护要求-继保金属.pdf,中国华能集团有限公司2025年度风电技术监督用标准\3-风电继保监督标准\6--GB_T 37424-2019海上风力发电机组  运行及维护要求-继保金属.pdf,中国华能集团有限公司2025年度风电技术监督用标准,3-风电继保监督标准,6--GB_T 37424-2019海上风力发电机组  运行及维护要求-继保金属.pdf,.pdf,2.1,26,0,True,success,,
